,Obraz,Średni odcień szarości,Kontrast,r_mean,g_mean,b_mean,r_std,g_std,b_std,area,perimeter,width,height,aspect_ratio,circularity,saturation_mean,brightness_mean,entropy,image_index,haralick_contrast_mean,haralick_contrast_std,haralick_dissimilarity_mean,haralick_dissimilarity_std,haralick_homogeneity_mean,haralick_homogeneity_std,haralick_energy_mean,haralick_energy_std,haralick_correlation_mean,haralick_correlation_std,haralick_ASM_mean,haralick_ASM_std,gabor_mean_s0_o0,gabor_var_s0_o0,gabor_energy_s0_o0,gabor_max_s0_o0,gabor_min_s0_o0,gabor_mean_s0_o1,gabor_var_s0_o1,gabor_energy_s0_o1,gabor_max_s0_o1,gabor_min_s0_o1,gabor_mean_s0_o2,gabor_var_s0_o2,gabor_energy_s0_o2,gabor_max_s0_o2,gabor_min_s0_o2,gabor_mean_s0_o3,gabor_var_s0_o3,gabor_energy_s0_o3,gabor_max_s0_o3,gabor_min_s0_o3,gabor_mean_s1_o0,gabor_var_s1_o0,gabor_energy_s1_o0,gabor_max_s1_o0,gabor_min_s1_o0,gabor_mean_s1_o1,gabor_var_s1_o1,gabor_energy_s1_o1,gabor_max_s1_o1,gabor_min_s1_o1,gabor_mean_s1_o2,gabor_var_s1_o2,gabor_energy_s1_o2,gabor_max_s1_o2,gabor_min_s1_o2,gabor_mean_s1_o3,gabor_var_s1_o3,gabor_energy_s1_o3,gabor_max_s1_o3,gabor_min_s1_o3
442,Obraz 443,51.92,254.33,55.0201,51.821219444444445,48.92015,95.9321213520326,90.83646145232443,85.24326448842844,90992.0,1478.9402486085892,256,478,0.5355648535564853,0.5227713982252702,12.68,55.09,5.163127514064096,442,1.2980105537089344,0.37334212418313567,0.21556869351064917,0.03968099869824355,0.9347058296678913,0.008623934299146397,0.6801092737874308,0.0008503325700322894,0.9955335735257139,0.0012829283093525289,0.46254934735714626,0.0011569433569128826,1.4169837086641686,4.740867527451978,1967923.9404136897,9.088068404921703,-4.78848795806063,1.4370501710018535,4.72807591503443,1980893.9441875746,10.186388191560376,-4.642721090465863,1.4169837086641677,4.548097927833395,1911712.3251649104,8.517202672798428,-4.373011717819249,1.4370501710018535,4.758040208518018,1989631.5321673886,7.909410133418169,-3.5752989429001087,7.374682160145466,122.2461464011921,51505915.509047344,28.972553703064076,-0.7871516496542053,7.379121752067043,121.51566748039309,51312007.90904396,28.944606727277446,-0.6047155785776578,7.374682160145466,120.865822801617,51103413.14741124,28.917655931298246,-0.6773917193962057,7.379121752067043,121.77893074875271,51388775.478097625,28.945232075655756,-0.2958493116519668
443,Obraz 444,45.76,253.67,48.304,46.736755555555554,42.233897222222225,90.72258132228038,87.96204823752257,79.67719620360153,79863.0,1174.2051862478256,222,460,0.4826086956521739,0.7278929208924334,11.21,48.38,4.575161126107602,443,0.7888847105716965,0.26367815594260713,0.12133227571870554,0.02797721391490431,0.9642604835998518,0.00653808371186668,0.7211044440819163,0.000804302724939314,0.9970736124219813,0.0009771660937980809,0.519992266177563,0.0011603597512551379,1.261459956165062,4.396310191206169,1745981.6558016401,7.306321246039206,-4.145436692764458,1.279323985614453,4.364950155360855,1750072.396528345,6.659261609161539,-3.244982276512643,1.261459956165061,4.203182154598261,1689665.5203267736,7.235921371483043,-4.012859750778689,1.2793239856144527,4.387668311110313,1756697.010744887,7.385106869214061,-3.5667389771048548,6.565259838617653,114.14488739919636,45853378.04148748,28.892934627535247,-0.7120348220689549,6.569212154651027,113.35427816217482,45637973.805938974,28.860077181504888,-0.33746645808700054,6.565259838617653,112.68771314782262,45428466.029786885,28.75613854391909,-0.6324003726028183,6.569212154651027,113.53272998963149,45690010.35882534,28.793185239997953,-0.23412406882178763
444,Obraz 445,44.39,255.0,45.721325,44.3324,43.10276944444445,87.88059745864737,85.47526727536776,83.21005926834381,77086.5,1221.3006384372711,239,446,0.5358744394618834,0.6494459657484637,7.11,45.95,4.524044120554307,444,0.837866112693834,0.27571166805749137,0.15446775250644812,0.035329636803998206,0.9499154715052166,0.009373235373257563,0.7284658162733947,0.0008031922545095481,0.9967585256482312,0.0010655816396289385,0.530663090596661,0.001170670054750937,1.205074202511605,4.216215179339487,1652910.9841611935,6.8859517051179955,-3.7893581398421796,1.2221397311771474,4.2370842743490975,1671074.976767539,7.265309591100743,-3.2283092675172242,1.2050742025116044,4.019725987354175,1595614.7357782756,7.261527674934534,-3.6507048468755583,1.2221397311771471,4.178719163746653,1654055.710515866,7.011845730273695,-3.1673644112993093,6.271800563813064,109.48415041650894,43395804.9037049,29.050388969429807,-0.6496932903248437,6.27557621603945,108.946691408951,43252896.27036223,29.060808756734698,-0.31819119938637525,6.271800563813062,107.83934105035603,42916178.49253471,29.043572056978384,-0.5392104953493947,6.27557621603945,108.5039738470553,43123799.82931344,29.061154616937166,-0.25451581558956615
445,Obraz 446,58.02,254.33,60.52556111111111,58.06662222222222,55.453469444444444,96.09186546082196,92.6565027719261,88.55834374026261,103592.5,1346.9574942588806,264,514,0.5136186770428015,0.7175140276738741,12.29,60.94,5.906893954675279,445,1.0856712531904673,0.37540019163033417,0.19752924088996146,0.04562689072503959,0.9364268237828149,0.011320570043869901,0.6400631526706211,0.0012134819033979105,0.9963147804925102,0.0012734304319307883,0.4096823119449846,0.0015543601859000866,1.580633161277273,4.869445587575219,2148464.1204953026,8.318928062757864,-4.264499271924059,1.6030171277311762,4.8162524521137,2153733.2117170924,7.445554374454398,-3.3636476183071737,1.5806331612772717,4.576416813128512,2063016.9298666418,7.758757905207852,-3.9175745542256744,1.6030171277311762,4.761206034409416,2137681.6763145225,8.391592022584833,-3.8078005766529786,8.226394633142895,124.70207294807481,56096737.0929736,28.56475771333146,-0.796239409298564,8.231346959814596,123.89339810378507,55884694.107626505,28.5013171178468,-0.36480628628943773,8.226394633142895,122.5593649813498,55471923.44987656,28.41512968576278,-0.699895482067648,8.2313469598146,123.32258824739846,55718245.95350416,28.45132289111165,-0.45263644317576834
446,Obraz 447,35.31,246.0,36.666422222222224,35.34088611111111,33.92780555555556,77.43697852145858,74.7705551039187,71.6593098097284,66677.0,1087.293498635292,202,418,0.48325358851674644,0.7087487940775861,6.17,36.75,3.736768833280362,446,0.8051798097848972,0.2442296920521463,0.13273741478750736,0.025390562165482612,0.9586666514779323,0.00555714828179227,0.7655527454548936,0.0006279847232861442,0.9959776961002278,0.0012181525837908671,0.5860714004383378,0.0009616545317384899,0.9612683799155127,3.281549590223401,1226349.0200316687,8.176009841539871,-4.525294668752236,0.9748812786553057,3.2914848385147155,1236931.7256899024,7.853720360631404,-3.7188041718248193,0.961268379915512,3.136614327498035,1184085.8974209516,8.729025805775663,-4.191185552383813,0.9748812786553057,3.2373789690492036,1221154.454153759,7.662214932056148,-3.584440473785152,5.002914803556856,84.49973638809244,31938625.1753964,26.560013917005914,-0.8371252016059495,5.00592658083266,84.26513632829636,31879005.905302748,26.653019086613263,-0.5144874324445329,5.0029148035568545,83.44379240997601,31630711.91137766,26.392911627230575,-0.8621716327219464,5.00592658083266,83.74086589498023,31726128.646947756,26.33040136527897,-0.3333459499347319
447,Obraz 448,53.93,255.0,56.90772222222222,53.503341666666664,51.38153333333333,91.68852806788956,86.6495718393598,82.83985979710761,102455.5,1448.2712032794952,278,473,0.587737843551797,0.6138260991680914,11.71,57.17,5.5098035934341665,447,1.3440974720129226,0.4238932059779013,0.23671881563479752,0.05033285299072405,0.9248227883195984,0.011730375939683131,0.6427765397115917,0.0010732949384615778,0.994858836575639,0.001620043801661171,0.41316283196563225,0.0013804626280229547,1.4666208456127687,4.3543647960444405,1896957.581642131,9.314278093899256,-4.972452324711506,1.4873902389249167,4.257368667328283,1886564.0505757306,8.111138190706574,-4.015397604770481,1.4666208456127676,4.069179831191401,1813797.6458909838,7.406999414813107,-3.959373897758642,1.4873902389249165,4.2631201437989406,1888241.1811145744,7.7426970537376105,-3.5307584308307565,7.633018304800672,110.4069398326068,49184145.25270683,28.170456199824077,-0.8405072081338067,7.637613416246475,109.41522612204497,48915423.18095012,27.472575349404636,-0.5038813554031311,7.633018304800672,108.65084167356301,48672067.02952966,26.493622426011054,-0.796387175208135,7.637613416246476,109.58383193284598,48964588.635379694,27.454011530865127,-0.4200455482586537
448,Obraz 449,44.62,251.33,46.84027777777778,44.32401388888889,42.70088333333333,85.96249298341016,81.85924668464514,78.37664381616752,84094.0,1269.9453006982803,228,490,0.46530612244897956,0.65524670220569,9.67,46.97,4.558640025788597,448,1.1528307158773607,0.41125731337195043,0.19243237596007245,0.04251167865428223,0.9417444231483972,0.008334442664007855,0.7042702170562414,0.0007902877345988976,0.9951494087481428,0.0017289635124916431,0.49599716318714887,0.0011135772668911267,1.2131915730382006,3.9347637586834883,1576563.8460390929,7.273787530434159,-3.675795727883108,1.2303720549731114,3.8305668758098887,1558421.869777057,7.766106078760021,-3.5344954899587413,1.2131915730382,3.685717687810532,1503942.011772538,7.134727304528249,-3.8389512255881053,1.2303720549731114,3.942186573174994,1590970.1735287218,8.625466647877895,-4.156148496410951,6.314047364001196,100.38656647832848,40897996.588970974,28.193756676102844,-0.6167356915278515,6.317848448991836,99.17964711344214,40560060.04980309,27.83829883967574,-0.37493655153876887,6.314047364001194,98.62217759905789,40383500.791775666,27.811825740694314,-0.7695014807562052,6.317848448991836,99.93889734051133,40781457.416016474,28.122971197517487,-0.47373135676758804
449,Obraz 450,41.58,253.67,43.76067777777778,41.53738055555556,39.427927777777775,81.2311749637112,77.2383291250361,73.25686880980518,81292.0,1224.773728609085,241,458,0.5262008733624454,0.68099817516487,9.84,43.81,4.534359509094478,449,0.986893591041484,0.30970763254086237,0.1853985056476441,0.037658815817486244,0.9390427829685143,0.009141533509512665,0.7154027860417043,0.0008769352329727105,0.9953295609755957,0.0014640856586911662,0.5118019152916353,0.0012551763190395175,1.1338803184905424,3.4840618460275525,1390858.0568557526,8.657133604185521,-4.552472866531736,1.1499376426272345,3.4332253534345423,1386727.6923526158,8.754716319908665,-4.019695714311151,1.1338803184905415,3.300657093433955,1337377.230999459,6.990735543130793,-3.3805570712106205,1.1499376426272345,3.479042532533161,1400087.9817777728,7.455757850571722,-3.4257167608269397,5.9012724743288425,89.49449912096041,36251570.84729676,27.40102825748913,-0.7260303211305008,5.904825066974211,88.76685149380567,36051619.16086268,26.83478097656996,-0.42941921405438355,5.9012724743288425,88.29362536150994,35901396.05904099,27.034184722568934,-0.665480134319772,5.904825066974211,89.10297595017266,36149633.052339286,27.864617889215697,-0.2883503309293395
450,Obraz 451,41.35,255.0,43.960772222222225,40.908097222222224,39.18655277777778,81.09676072489171,75.67283789806025,72.50653346618721,81997.0,1257.1168760061264,241,464,0.5193965517241379,0.6520133892624966,10.54,44.0,4.592436710192274,450,1.17121948346438,0.42206195388183004,0.19855333336647923,0.04596613310335223,0.9373717804080922,0.010409676101243116,0.7123952214747615,0.000984684130626666,0.9942951612990296,0.0020540576313980378,0.5075079211829117,0.0014035261418665185,1.1245974810996147,3.4629288900828366,1378582.2689430714,9.812264158259895,-4.862759170188231,1.1405233473333307,3.312424072349532,1345214.245792027,9.683684278484037,-4.350594849143753,1.1245974810996138,3.189385064238197,1298816.8893267743,8.578636258792645,-4.881548422005156,1.1405233473333307,3.3975475729075852,1370036.2585547552,8.125471548355126,-3.569549834919963,5.852960009701467,86.66369561104403,35260515.91937843,28.667499655733035,-0.8567328251075635,5.8564835180252315,85.4284617824389,34912352.66157558,28.175639264577132,-0.5179572036465426,5.852960009701466,84.89597959475137,34745049.9290275,28.03396910377242,-0.6028671400190327,5.856483518025231,86.06784891603228,35098797.9497314,28.303261982118737,-0.3446568180304248
451,Obraz 452,43.42,248.67,45.553288888888886,43.30336388888889,41.41312777777778,85.51678655396579,81.48636502041188,77.67756796095071,80677.5,1164.4478261470795,232,441,0.5260770975056689,0.7476911275324645,9.02,45.65,4.406577899374501,451,1.0568409506191103,0.3277072559359362,0.1677555597115628,0.03307426033598765,0.948611913184459,0.007267288648642413,0.7173007809982886,0.0007493795492430991,0.9955216377695225,0.0013869115145565243,0.5145209719904638,0.0010753801944330082,1.1825142279258296,3.891882529148844,1542628.860120234,10.448870990325034,-5.321237868013989,1.1992602759384916,3.818714480726245,1532923.613653663,8.033748896928058,-3.7315096002602544,1.182514227925829,3.695844138495679,1485464.065405771,7.898493786318834,-4.08572419361235,1.1992602759384916,3.880010240021309,1550797.4570641033,8.694928055884395,-4.087980155627828,6.1543873281535655,99.53638752034635,40069593.15598068,27.32267359231207,-0.9196007417201397,6.158092297082531,98.7302985019079,39847839.618761644,27.325010342825443,-0.5027579761041883,6.154387328153565,98.34065616929514,39720917.89401414,27.256733751842347,-0.8051647879081345,6.158092297082531,99.17324946099043,39977004.11843012,27.2637496914408,-0.39024365255872256
452,Obraz 453,48.97,255.0,51.457633333333334,49.078575,46.375791666666665,92.43323944915896,88.62860740736805,83.22563554085255,87864.5,1237.9036688804626,248,454,0.5462555066079295,0.7205259153539104,10.25,51.56,5.012473326599697,452,1.3978697562119227,0.5031419847550312,0.23681650730418263,0.052303959552475764,0.9269939802079546,0.010703895424729014,0.6917135483891488,0.0008725113289186383,0.9949311994418691,0.001822916205996694,0.4784683943011263,0.0012074621132132635,1.3367935700836044,4.5839899448524655,1857785.6394122976,9.476242559853306,-5.007762456059796,1.3557244284013972,4.539814241022434,1859767.3451150106,9.952495690624385,-4.593590603148643,1.3367935700836036,4.275106848462453,1767715.3285049696,8.600765146973377,-4.1571339719073155,1.3557244284013972,4.428563109511699,1827326.51516648,8.491050233473127,-3.792755423102321,6.957333124448232,116.28435163954464,48023264.532136425,28.869906058733342,-0.8809818112494296,6.961521470368,115.67771507729141,47863368.70932445,28.840820093735804,-0.5657912198529016,6.957333124448232,114.28055853197897,47438958.46197028,28.77378790397711,-0.9024949552152897,6.961521470368,114.8515336697322,47622454.21088018,28.823665068733696,-0.4031806422602246
453,Obraz 454,52.02,255.0,55.24163333333333,52.61957777777778,48.209916666666665,98.28453943072633,93.98885067472132,86.27097349819573,87835.5,1234.6488372087479,232,467,0.49678800856531047,0.7240908147798594,12.39,55.27,4.951456139028416,453,1.7579700619589258,0.6237020760171029,0.2624564655044373,0.06107485497480896,0.923066996269291,0.011612507735482005,0.6930459929782411,0.0010306702585948452,0.994313956544101,0.0020156107087199782,0.4803138106643782,0.0014291742473700989,1.429304594216998,5.205822521651923,2113730.8765950273,10.766802171333051,-5.521330308972759,1.4495455374498414,4.965217741216052,2060562.2418536434,9.520532534000862,-4.254434831019546,1.4293045942169968,4.790903160154332,1992740.3907823288,9.746420722906839,-5.1442471635771145,1.4495455374498412,5.049806852850071,2085228.4268061235,9.9176743813596,-4.326372377507775,7.438806125952598,129.7592019789004,53973713.24363245,29.93609157416767,-0.9888175630933054,7.443284320790802,128.06834213119566,53500092.165062636,28.92200630031532,-0.4460915167839321,7.438806125952598,127.31558296258571,53261153.93847509,28.986121980165734,-0.7235259439638223,7.443284320790802,128.74671577905215,53697905.92077758,29.471930361873643,-0.40300976083800816
454,Obraz 455,44.57,229.67,48.06125,44.72434444444445,40.91224722222222,85.98489036254988,80.14933820072808,73.29682384360937,86470.0,1250.690469622612,225,497,0.45271629778672035,0.6946653584150035,14.0,48.09,4.661553519351193,454,0.7672380252488904,0.2457058820455836,0.11964782108566883,0.026237158913765657,0.9640091934479836,0.006272202182238084,0.6980289354357704,0.0008694461667529839,0.996624082139026,0.0010800783679329338,0.4872451506422316,0.0012142897462457637,1.2233628997520114,3.718949926034604,1520859.2527888725,6.5662839672186735,-3.7507407896926197,1.2406874218358521,3.70277591319008,1528590.8755556408,6.7032948803075865,-3.0303735284330724,1.2233628997520105,3.5572272136789334,1473700.9098659582,7.202881332884335,-3.828679604749429,1.2406874218358517,3.711644660818466,1531177.0023640785,6.921888291702548,-3.1283120803227114,6.366983965320391,96.53533917352723,39970727.0749516,26.356313177539292,-0.6479656136177485,6.37081691838378,95.96801102713893,39819531.088839665,26.35492781138797,-0.23793031912298276,6.366983965320391,95.31785347137766,39615708.24420478,26.296965844266524,-0.6199332755770323,6.37081691838378,95.97559134827934,39821741.5104842,26.327055265179563,-0.12714042150828347
455,Obraz 456,47.29,254.67,50.41493333333333,46.63163888888889,44.81271388888889,90.17653348538077,83.79827241710787,80.52651695091448,86547.5,1265.4427733421326,280,471,0.5944798301486199,0.67917137188897,11.64,50.46,5.087533527846556,455,1.6179733963261635,0.6234675913759827,0.289520710366191,0.06623716176170413,0.909167226594823,0.013254001543863947,0.6953320222218279,0.00088599493806959,0.9935797897720305,0.002471970712528574,0.4834874061141268,0.0012324401964668667,1.284647051128484,4.179692061057003,1700030.9472099808,9.107112574428276,-4.60561327362963,1.3028394421285117,4.019618267964133,1667079.7893875483,8.0928274411408,-3.7835585279880215,1.2846470511284829,3.91871976072085,1623931.424431958,8.478310990915473,-4.542409882842368,1.3028394421285117,4.2054207266196375,1721259.7863314932,8.562086667538924,-3.7065932692265773,6.6859369180553205,105.88585138792868,43911345.28561792,28.45955442206065,-0.7482741125755071,6.689961882234792,104.32501214649848,43471903.58176496,28.09815979164813,-0.332434118462901,6.68593691805532,104.11304087182144,43394393.739121035,28.08578659049076,-0.8465804442757466,6.689961882234792,105.72076263976368,43878904.425601095,28.335431849050256,-0.45693561243327147
456,Obraz 457,51.49,246.67,55.01824166666667,51.3671,48.081875,89.46544430993976,83.78990328879462,77.8869621048916,100501.0,1384.2295722961426,282,450,0.6266666666666667,0.6591192577707441,15.0,55.39,5.388787537773644,456,1.1349827838033495,0.3611607685494854,0.2030522591150737,0.044822079879295165,0.9344372073413513,0.011375324377414597,0.651896447613861,0.001189599892314016,0.9953559643905628,0.0014764913841861288,0.4249703935594752,0.0015518813008366824,1.4071394120575478,4.043464398002526,1756454.2688175235,8.083464962218747,-4.206619456234959,1.4270664654479805,3.960540421788658,1748742.4389822586,7.500070864461069,-3.362713945002645,1.4071394120575467,3.817829102475609,1690659.0166418734,8.21572981741814,-4.35783496061402,1.4270664654479805,4.0072060900824615,1762350.1478567314,8.415108189525041,-3.83953024774195,7.323447584814695,103.46895540119054,45810896.52321438,26.770287963508906,-0.8213495246569213,7.327856333290844,102.53581647344551,45557628.79715458,25.600686722532192,-0.2965412653176619,7.323447584814695,101.96135560576735,45371280.42286897,25.454789245231733,-0.720205002622336,7.327856333290845,102.88006073446888,45658010.42366901,26.014428155029602,-0.3628883387725401
457,Obraz 458,48.56,252.67,52.1101,48.83733333333333,44.73280833333333,94.2095574603707,89.07390910923355,82.23826123764438,86613.5,1182.7909717559814,255,420,0.6071428571428571,0.7779997380518012,13.71,52.13,4.710711733094007,457,0.9177305089311438,0.29558683120796964,0.153487227990276,0.033294727153229585,0.9516326588425097,0.008408172097630841,0.6978795594438422,0.0007744591237442912,0.9967270888000266,0.0010529452340487615,0.48703647927646576,0.0010812700239370035,1.3332508689912645,4.569000942427426,1850656.5525224316,8.882450547859374,-4.794022859090048,1.3521315577286959,4.593513230854548,1872589.001043926,8.558478264064089,-3.829561117397202,1.333250868991264,4.381100179440817,1795864.6900355364,7.4728931178147455,-4.0807316714995,1.3521315577286959,4.523937985388365,1852300.859465987,7.508241132813676,-3.6820745054740764,6.9388951604937725,118.51605447433965,48599315.864408694,28.850067195927014,-0.7756008680946072,6.943072406676082,118.01163870479125,48469137.64228865,28.833574134483143,-0.3749418286319829,6.938895160493774,117.01438295907735,48161428.450558215,28.81200588385937,-0.7298719878621857,6.943072406676082,117.57840878803411,48342807.79856227,28.844732870861677,-0.4142238252844028
458,Obraz 459,25.33,247.67,26.450319444444446,25.0164,24.526172222222222,67.3340276256132,63.89619861702781,62.53857950198338,48919.0,962.6660821437836,202,356,0.5674157303370787,0.6633398583431585,4.95,26.47,2.83468891652464,458,0.6657595575101525,0.22656575475795512,0.10949161002831802,0.024330607855508134,0.9668201481696164,0.00526337491900575,0.8258990611916227,0.0004618331202345146,0.9955900135845096,0.00149859510884159,0.6821094725670347,0.0007629294888326811,0.6860399767792154,2.47332768778661,858464.1415425339,7.515005844148681,-3.987564501715739,0.695755258099679,2.4216306452810374,847303.8767308997,7.241359064785651,-3.2522957564925257,0.6860399767792149,2.36183193368417,825951.9796462622,7.416383559329846,-3.682778937015525,0.695755258099679,2.5065934857084464,872079.040999532,7.410378977669673,-3.524411063896953,3.5704904346923376,63.68311679491651,22287430.86433497,27.736064491370595,-0.7788135850341276,3.5726398860375896,62.883040658133005,22058605.83415901,27.486835192592192,-0.4062497005112715,3.570490434692337,62.81900043248282,22035454.533049308,27.65630175931753,-0.6568281163211132,3.5726398860375896,63.68953790821797,22293780.43228378,27.834310824653866,-0.3658828205330794
459,Obraz 460,40.34,254.67,42.96154166666667,40.55346111111111,37.50396388888889,86.12145278204456,81.45911273433535,75.69730822939792,71862.5,1141.7615350484848,240,427,0.5620608899297423,0.6927258111180371,10.41,42.98,4.170375120391024,459,0.8320546949688203,0.2855769093622129,0.14509808496026327,0.03125755433400686,0.9537436176217761,0.007359272917299371,0.7467849057886521,0.0007164478545645718,0.9965018917955873,0.0011991741334236507,0.5576882088112944,0.0010702257083346422,1.1056866162092063,3.857255462486298,1481269.200536835,7.987747811648541,-4.34277775644311,1.1213446782643874,3.8246480928138724,1481929.2734513204,7.7117742538703675,-3.6491569800039176,1.1056866162092056,3.7280248598636216,1443585.5568120622,8.577565177656412,-4.492110769064454,1.1213446782643874,3.9153199255106643,1508369.1798657048,7.058460457213647,-3.3449072960384427,5.754538540853608,100.50235271322609,38962736.60055497,28.979639966931952,-0.7326505654520237,5.758002799009227,99.61893848874566,38716762.72497711,28.81369787275143,-0.36434079442126116,5.754538540853607,99.39604078702276,38640136.04287408,28.95025583584255,-0.7108194569871661,5.758002799009228,100.38236824632767,38939378.84228803,28.947217608158777,-0.2968168102431885
460,Obraz 461,41.4,242.67,43.73094722222222,41.49641666666667,38.975480555555556,82.16317123763535,78.24897378413874,73.03981426757115,80416.5,1227.9280545711517,285,430,0.6627906976744186,0.6702073518825531,9.93,43.84,4.6424658346611505,460,0.7307446156438991,0.24456872621691025,0.14085294975170384,0.03193524815246648,0.953892406610485,0.008351077590085621,0.7171786394442706,0.0007725040148236505,0.9966218967192013,0.0011293195758053957,0.5143457976375879,0.001108265465837856,1.131425941777406,3.502722642853526,1394678.2740156495,5.872254079819437,-3.2356600444277146,1.14744850852234,3.5780461243067867,1427289.9138913369,5.841078304300581,-2.8648809202834724,1.1314259417774053,3.3898778396109335,1361772.729390109,5.742068339693902,-3.075633445879463,1.14744850852234,3.482378428635481,1399393.213833584,5.994367637475208,-2.8944030671884824,5.888498687269777,91.68213760211593,36845571.260734566,27.64833018741958,-0.5403100541613268,5.892043590037724,91.7371731336191,36873797.09343272,27.684683818439954,-0.30745658817283744,5.888498687269777,90.7401918729963,36570899.88612327,27.58200576117886,-0.3720222144932549,5.892043590037725,90.85179697773745,36615621.40637763,27.572479170623094,-0.27614577456212064
461,Obraz 462,48.5,255.0,50.11528888888889,49.171147222222224,46.22565,93.16277396533738,91.76617384094264,86.23619814768267,82695.5,1240.933108329773,222,485,0.4577319587628866,0.6748309582513831,8.6,50.24,4.469687463033782,461,1.2615870918746608,0.46199922127471627,0.19774491663571955,0.04883429486531826,0.942109303886818,0.009895326623458923,0.7102732741490144,0.0008456097640629247,0.9956835954296831,0.0015795456349795042,0.5044888390262341,0.0012017762127254352,1.3269125782676177,4.887619786925005,1938649.172257712,8.918974182274429,-4.420566385325985,1.345703507982899,4.772842389270149,1919824.509506681,9.790093333260032,-4.587080122252384,1.3269125782676168,4.525971439137742,1833192.5140429453,9.186746362018521,-4.711891000718541,1.345703507982899,4.726445838299972,1906295.2752437769,8.09557437452997,-3.7495242520112213,6.905907569147673,123.62272554966464,49955245.477795206,29.235187232943073,-0.7787079706080559,6.91006495665121,122.60582318898682,49675465.77272712,28.994724312911103,-0.5385132417765174,6.905907569147673,121.33391162061714,49287827.33608496,28.98398004098265,-0.8300269682801225,6.91006495665121,122.2487937816305,49571355.99754201,28.985245673483675,-0.3807425593329806
462,Obraz 463,43.22,252.0,47.556241666666665,43.584983333333334,38.518347222222225,89.09726088935642,82.03094389077108,72.03402816294141,80724.0,1266.1463116407394,240,433,0.5542725173210161,0.6327683514424562,16.36,47.62,4.680025434981414,462,1.3557564558028348,0.46940503994947036,0.20069108282731374,0.046386760700195,0.9422363382445337,0.009449411905287029,0.7173226328446951,0.0008773767178000443,0.9943498747076578,0.001954451751337284,0.5145525293811501,0.001259232384607379,1.1939822687865504,4.043539904697776,1594799.346934191,10.105688003906275,-5.2852660971428795,1.2108907202260206,3.8766937983907,1558004.2592844078,8.684675147972987,-4.03383422044219,1.1939822687865498,3.732387408802638,1504067.279131168,8.47441137246267,-4.465595098353945,1.2108907202260208,3.93401319249245,1574718.5946044782,8.47632523496691,-3.957717939778755,6.214072669509472,101.02268054243385,40718259.915964745,29.100488037645878,-0.8772678610865745,6.217813569283124,99.78728996082012,40371581.30039172,27.568978715523354,-0.3508314337430706,6.214072669509472,99.15165012299087,40172667.44565517,26.736319578184762,-0.6658371654067212,6.217813569283124,100.23483374792531,40502085.06871158,27.837211791566816,-0.4632975909903868
463,Obraz 464,49.07,255.0,50.615658333333336,50.05959166666667,46.539075,98.16370499683417,97.2150228242639,90.48455233924332,75636.0,1148.7493422031403,212,453,0.46799116997792495,0.7202576269028933,8.69,50.72,3.8177934272931853,463,1.3239342677720614,0.45655370720669597,0.14593203372689173,0.033771587078335934,0.9627597636063031,0.005843962861912315,0.7429063695358524,0.0006802345064358994,0.9959615663638052,0.0013913530572570213,0.5519103366159241,0.0010110471890257952,1.3463208170796535,5.399112633544045,2102929.496855034,10.266844834277924,-5.383948113803444,1.3653865944807486,5.344056512542059,2101951.0881335284,9.511356198050423,-4.385417270348334,1.3463208170796523,5.129814703685571,2024402.220508302,10.377429033726589,-5.262795406295759,1.3653865944807486,5.330639142616361,2098038.5830631945,9.248661999483828,-4.554099214112899,7.006917617217946,138.82916481320203,54799238.89411986,29.238798656556074,-0.8611937709797743,7.011135813225995,138.02347308343795,54581541.75529194,29.060531975104,-0.3834012160574809,7.006917617217946,137.16809348521076,54314870.49487761,29.043615496245682,-0.9296619414164418,7.011135813225995,138.02549177418592,54582130.405514054,29.060970303704426,-0.5563980664077128
464,Obraz 465,40.0,224.67,44.39875833333333,40.21500555555556,35.37363055555556,80.81326623843967,73.6638666538002,64.53245482087254,84811.0,1197.8275500535965,281,414,0.678743961352657,0.7428026641301049,18.33,44.56,5.021938903112692,464,0.9215761574958488,0.23616247298157872,0.1769981248247878,0.02974567425091612,0.9408512583538134,0.008073221422569969,0.7022304135180665,0.0007331008400573113,0.9952205928808728,0.001222723389135175,0.4931280911065964,0.0010297840940375876,1.105320339487501,3.154960523248342,1276243.846800414,6.918933937382756,-3.8248610835011356,1.120973214554295,3.1768552392674363,1292789.9921337566,8.19676489383009,-3.781915048294903,1.1053203394875004,3.0236764353524506,1237961.4067699714,7.462621000779564,-3.2338443794532923,1.120973214554295,3.1671849340733793,1289970.1311391694,7.3233662012560625,-3.4670429583188116,5.752632256124489,81.53543718539822,33425587.511379987,25.27416906341835,-0.6760525487710812,5.756095366688103,81.16088207083519,33327989.248466585,24.829583813193832,-0.46277719833628095,5.752632256124489,80.51865383504298,33129093.4864164,24.864203969217936,-0.4932152716354776,5.756095366688103,81.06672750343942,33300533.776613988,25.03313526227162,-0.28079288161084026
